,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,time
1152,0.0,0.0,25.0,10.0,6.0,0.0,0.0,0.0,4,13.0
4415,0.0,0.0,41.0,37.0,1.0,2.0,0.0,0.0,2,15.0
6379,0.0,0.0,62.0,50.0,0.0,5.0,0.0,0.0,2,15.0
6598,0.0,0.0,13.0,4.0,1.0,1.0,2.0,3.0,3,5.0
3824,0.0,0.0,47.0,76.0,1.0,0.0,2.0,0.0,1,13.0
2243,1.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,4,0.0
2355,0.0,0.0,4.0,21.0,2.0,2.0,0.0,0.0,2,15.0
6895,0.0,0.0,24.0,26.0,5.0,0.0,2.0,0.0,3,15.0
6909,0.0,0.0,24.0,6.0,1.0,2.0,0.0,0.0,4,4.0
6529,0.0,0.0,10.0,1.0,2.0,0.0,1.0,2.0,3,6.0
4127,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2,1.0
1985,1.0,0.0,29.0,62.0,0.0,0.0,0.0,0.0,2,8.0
5814,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2,0.0
6864,0.0,0.0,26.0,13.0,2.0,0.0,2.0,1.0,2,9.0
426,0.0,0.0,45.0,41.0,1.0,0.0,0.0,0.0,3,15.0
6441,0.0,0.0,24.0,16.0,0.0,2.0,0.0,5.0,2,15.0
1922,0.0,0.0,59.0,28.0,0.0,2.0,0.0,0.0,2,15.0
6744,0.0,0.0,113.0,20.0,0.0,2.0,0.0,0.0,3,15.0
3954,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,3,4.0
3650,0.0,0.0,10.0,36.0,4.0,2.0,1.0,0.0,1,12.0
848,0.0,0.0,36.0,41.0,0.0,0.0,0.0,0.0,2,15.0
4567,0.0,0.0,25.0,7.0,0.0,1.0,0.0,0.0,2,3.0
141,1.0,0.0,29.0,6.0,0.0,2.0,1.0,0.0,2,6.0
6139,1.0,0.0,64.0,17.0,0.0,0.0,0.0,0.0,2,15.0
1389,0.0,0.0,10.0,11.0,0.0,0.0,1.0,0.0,1,2.0
3707,1.0,0.0,38.0,14.0,3.0,0.0,1.0,0.0,2,15.0
5777,2.0,0.0,42.0,22.0,0.0,0.0,0.0,0.0,2,7.0
7283,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4,0.0
3844,0.0,0.0,58.0,32.0,0.0,0.0,0.0,0.0,2,15.0
1147,0.0,0.0,11.0,12.0,1.0,4.0,3.0,1.0,3,12.0
2281,0.0,0.0,43.0,37.0,2.0,3.0,1.0,0.0,3,15.0
1804,2.0,0.0,66.0,56.0,1.0,1.0,1.0,0.0,3,9.0
3975,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2,0.0
4816,0.0,0.0,29.0,30.0,4.0,3.0,0.0,1.0,2,15.0
462,2.0,0.0,105.0,60.0,0.0,2.0,0.0,0.0,1,21.0
6795,0.0,0.0,22.0,9.0,7.0,0.0,4.0,0.0,2,15.0
957,1.0,1.0,30.0,21.0,0.0,0.0,2.0,0.0,2,3.0
3734,0.0,0.0,10.0,4.0,1.0,1.0,1.0,0.0,3,4.0
1347,0.0,0.0,14.0,7.0,2.0,0.0,3.0,0.0,1,7.0
5917,0.0,0.0,51.0,46.0,0.0,4.0,1.0,1.0,2,12.0
1616,0.0,0.0,102.0,49.0,0.0,0.0,0.0,0.0,3,15.0
2262,1.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,1,0.0
645,0.0,0.0,63.0,60.0,0.0,3.0,0.0,0.0,2,15.0
7174,0.0,0.0,43.0,5.0,2.0,1.0,8.0,1.0,3,12.0
3867,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4,0.0
5785,0.0,0.0,47.0,19.0,2.0,2.0,1.0,0.0,4,15.0
6861,0.0,0.0,16.0,18.0,6.0,0.0,0.0,2.0,4,15.0
6647,1.0,0.0,5.0,27.0,0.0,1.0,4.0,0.0,3,5.0
1079,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2,2.0
155,0.0,0.0,53.0,37.0,1.0,1.0,1.0,0.0,2,6.0
2319,0.0,0.0,29.0,9.0,2.0,0.0,0.0,0.0,1,9.0
4737,0.0,0.0,67.0,36.0,0.0,2.0,0.0,0.0,2,15.0
1098,0.0,0.0,64.0,70.0,0.0,0.0,0.0,0.0,4,15.0
2966,0.0,0.0,128.0,48.0,0.0,0.0,0.0,0.0,2,10.0
6289,0.0,0.0,25.0,31.0,2.0,1.0,0.0,0.0,3,15.0
939,0.0,0.0,105.0,65.0,0.0,3.0,0.0,0.0,3,15.0
2935,0.0,0.0,39.0,12.0,3.0,1.0,0.0,0.0,2,15.0
4782,1.0,0.0,29.0,22.0,2.0,1.0,0.0,0.0,2,15.0
6818,4.0,0.0,53.0,18.0,2.0,0.0,0.0,0.0,3,15.0
3277,0.0,0.0,82.0,86.0,5.0,1.0,0.0,0.0,1,15.0
6752,0.0,0.0,18.0,4.0,0.0,2.0,1.0,1.0,2,6.0
5761,0.0,0.0,26.0,18.0,3.0,0.0,0.0,0.0,3,15.0
6584,1.0,1.0,33.0,33.0,0.0,0.0,0.0,0.0,3,8.0
6422,0.0,1.0,71.0,38.0,2.0,4.0,0.0,0.0,2,15.0
6923,0.0,0.0,67.0,48.0,1.0,1.0,0.0,0.0,3,15.0
1713,0.0,0.0,26.0,17.0,2.0,0.0,1.0,0.0,1,2.0
6990,2.0,0.0,48.0,42.0,0.0,2.0,0.0,1.0,4,15.0
7442,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,4,0.0
5025,1.0,0.0,71.0,42.0,2.0,0.0,0.0,0.0,2,15.0
3868,0.0,0.0,29.0,23.0,2.0,0.0,1.0,0.0,2,8.0
6773,0.0,0.0,64.0,13.0,0.0,6.0,1.0,0.0,4,15.0
6763,2.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,3,0.0
994,0.0,0.0,31.0,12.0,1.0,1.0,0.0,0.0,3,13.0
1838,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1,1.0
591,0.0,0.0,17.0,17.0,2.0,0.0,1.0,0.0,1,5.0
7087,1.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,2,6.0
5156,0.0,0.0,31.0,19.0,2.0,0.0,0.0,0.0,3,15.0
6768,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,3,3.0
7437,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4,1.0
4719,1.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,3,1.0
5945,0.0,0.0,59.0,38.0,3.0,1.0,0.0,0.0,2,15.0
3588,0.0,0.0,45.0,31.0,0.0,0.0,0.0,0.0,1,15.0
1407,1.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,2,8.0
267,0.0,0.0,126.0,39.0,0.0,0.0,0.0,0.0,3,15.0
3578,1.0,0.0,26.0,14.0,1.0,0.0,1.0,0.0,1,3.0
4647,0.0,0.0,23.0,23.0,0.0,2.0,1.0,1.0,2,15.0
6785,0.0,0.0,56.0,3.0,3.0,0.0,4.0,2.0,3,15.0
5243,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2,1.0
3901,0.0,0.0,72.0,36.0,0.0,3.0,1.0,1.0,2,13.0
6169,0.0,0.0,61.0,52.0,0.0,0.0,0.0,0.0,2,15.0
2424,0.0,0.0,66.0,39.0,4.0,2.0,1.0,0.0,2,15.0
5368,0.0,0.0,35.0,26.0,0.0,0.0,1.0,0.0,2,4.0
3745,0.0,0.0,67.0,23.0,1.0,3.0,1.0,0.0,2,15.0
249,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,3,2.0
1608,1.0,0.0,48.0,29.0,1.0,0.0,0.0,0.0,2,7.0
7222,0.0,0.0,22.0,3.0,2.0,0.0,0.0,0.0,2,4.0
5024,0.0,0.0,20.0,14.0,3.0,0.0,0.0,0.0,3,15.0
932,0.0,0.0,56.0,37.0,0.0,2.0,0.0,0.0,1,15.0
4703,0.0,0.0,42.0,26.0,2.0,1.0,2.0,0.0,3,15.0
6904,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,3,1.0
676,0.0,0.0,109.0,80.0,0.0,0.0,0.0,0.0,1,15.0
3636,0.0,0.0,65.0,40.0,1.0,0.0,0.0,0.0,1,15.0
1928,0.0,0.0,85.0,23.0,2.0,3.0,2.0,0.0,2,15.0
5179,1.0,0.0,24.0,13.0,1.0,0.0,0.0,0.0,2,4.0
3996,0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,2,4.0
2721,0.0,0.0,60.0,37.0,2.0,1.0,1.0,0.0,1,15.0
2615,0.0,0.0,111.0,102.0,0.0,3.0,0.0,0.0,2,25.0
1798,0.0,0.0,60.0,97.0,4.0,3.0,0.0,0.0,1,15.0
3039,1.0,0.0,31.0,9.0,2.0,0.0,1.0,0.0,1,9.0
2331,0.0,0.0,15.0,8.0,6.0,1.0,1.0,0.0,1,15.0
4449,0.0,0.0,26.0,35.0,1.0,0.0,0.0,0.0,3,15.0
3724,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3,0.0
694,1.0,0.0,48.0,26.0,0.0,1.0,0.0,0.0,1,15.0
618,0.0,0.0,119.0,66.0,0.0,1.0,0.0,0.0,2,15.0
3230,0.0,0.0,20.0,15.0,4.0,0.0,0.0,1.0,2,15.0
2291,0.0,0.0,42.0,47.0,3.0,0.0,0.0,0.0,2,15.0
7289,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,4,5.0
5646,0.0,0.0,83.0,28.0,0.0,0.0,0.0,0.0,2,15.0
1916,1.0,0.0,41.0,34.0,0.0,3.0,0.0,0.0,3,15.0
6092,1.0,1.0,22.0,16.0,1.0,1.0,0.0,0.0,3,15.0
261,0.0,0.0,52.0,28.0,0.0,0.0,2.0,0.0,2,12.0
2950,0.0,0.0,57.0,46.0,0.0,2.0,0.0,0.0,3,15.0
2848,0.0,0.0,38.0,44.0,1.0,1.0,0.0,0.0,2,15.0
3369,0.0,0.0,12.0,17.0,1.0,1.0,2.0,0.0,3,8.0
3556,1.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,2,1.0
2309,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,1,15.0
487,1.0,0.0,60.0,77.0,0.0,0.0,0.0,0.0,1,15.0
2233,0.0,0.0,96.0,40.0,0.0,0.0,0.0,0.0,1,15.0
5953,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3,3.0
2579,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2,2.0
7,0.0,0.0,4.0,7.0,0.0,2.0,1.0,0.0,2,2.0
3689,2.0,1.0,56.0,44.0,5.0,0.0,0.0,0.0,1,15.0
6302,0.0,0.0,44.0,17.0,4.0,1.0,1.0,0.0,3,15.0
4442,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2450,0.0,0.0,25.0,17.0,4.0,3.0,0.0,0.0,1,15.0
1831,1.0,0.0,118.0,77.0,2.0,0.0,1.0,0.0,2,15.0
2298,0.0,0.0,179.0,78.0,10.0,0.0,0.0,0.0,2,25.0
1020,0.0,0.0,16.0,34.0,2.0,0.0,1.0,0.0,1,3.0
5031,0.0,0.0,15.0,21.0,3.0,0.0,0.0,0.0,3,15.0
1076,2.0,0.0,98.0,52.0,0.0,3.0,0.0,0.0,2,15.0
2010,0.0,0.0,48.0,40.0,0.0,0.0,0.0,0.0,3,25.0
4008,0.0,0.0,5.0,15.0,0.0,2.0,2.0,1.0,1,7.0
5280,0.0,0.0,47.0,37.0,2.0,0.0,0.0,0.0,2,15.0
3904,0.0,0.0,36.0,24.0,0.0,2.0,0.0,0.0,4,10.0
6632,0.0,0.0,42.0,7.0,1.0,0.0,0.0,0.0,3,4.0
3074,0.0,0.0,118.0,44.0,0.0,0.0,0.0,0.0,2,25.0
788,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,1,3.0
7212,0.0,0.0,8.0,6.0,2.0,0.0,0.0,1.0,2,1.0
1765,0.0,0.0,85.0,13.0,1.0,0.0,0.0,0.0,3,8.0
2817,0.0,0.0,41.0,31.0,5.0,0.0,0.0,0.0,4,15.0
1100,0.0,0.0,80.0,55.0,3.0,0.0,2.0,0.0,1,11.0
5132,0.0,0.0,5.0,6.0,2.0,0.0,1.0,0.0,2,4.0
6332,0.0,0.0,24.0,22.0,0.0,4.0,0.0,0.0,3,15.0
6029,0.0,0.0,25.0,35.0,4.0,0.0,0.0,3.0,2,15.0
2632,0.0,0.0,96.0,49.0,0.0,2.0,0.0,0.0,1,15.0
6094,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2,1.0
2314,0.0,0.0,40.0,39.0,1.0,1.0,0.0,0.0,3,15.0
1743,0.0,0.0,57.0,22.0,3.0,0.0,0.0,0.0,1,15.0
616,0.0,0.0,103.0,80.0,0.0,1.0,0.0,0.0,1,15.0
346,1.0,0.0,50.0,31.0,0.0,1.0,3.0,0.0,3,9.0
5795,0.0,0.0,40.0,23.0,0.0,1.0,0.0,0.0,2,15.0
3785,0.0,0.0,12.0,11.0,2.0,3.0,1.0,0.0,1,15.0
3245,1.0,0.0,135.0,41.0,2.0,0.0,0.0,0.0,4,13.0
97,0.0,0.0,60.0,55.0,0.0,1.0,0.0,0.0,2,15.0
4670,1.0,0.0,34.0,31.0,0.0,1.0,0.0,0.0,2,4.0
1550,0.0,0.0,107.0,78.0,3.0,0.0,0.0,0.0,3,25.0
3619,3.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,2,0.0
3680,1.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,2,1.0
6380,0.0,0.0,94.0,10.0,0.0,1.0,0.0,0.0,3,25.0
4599,0.0,0.0,55.0,38.0,1.0,0.0,0.0,0.0,2,15.0
1530,1.0,0.0,17.0,14.0,0.0,0.0,0.0,0.0,2,2.0
6544,0.0,0.0,24.0,1.0,1.0,0.0,0.0,0.0,4,2.0
4312,0.0,0.0,32.0,7.0,3.0,0.0,1.0,0.0,2,7.0
3702,0.0,0.0,53.0,38.0,1.0,1.0,1.0,0.0,4,12.0
2109,3.0,0.0,54.0,18.0,2.0,0.0,0.0,0.0,1,10.0
576,0.0,1.0,64.0,70.0,1.0,1.0,0.0,0.0,2,10.0
6758,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2,0.0
6171,0.0,1.0,46.0,24.0,4.0,0.0,1.0,1.0,2,15.0
3089,0.0,1.0,20.0,13.0,1.0,0.0,0.0,0.0,2,4.0
4711,1.0,0.0,53.0,42.0,0.0,0.0,0.0,0.0,2,12.0
5377,1.0,0.0,83.0,55.0,0.0,1.0,0.0,0.0,2,15.0
4815,1.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,2,3.0
5286,1.0,0.0,30.0,11.0,2.0,0.0,0.0,0.0,1,5.0
4519,0.0,1.0,20.0,15.0,1.0,2.0,1.0,0.0,2,9.0
373,0.0,0.0,13.0,14.0,2.0,0.0,2.0,0.0,2,4.0
1956,0.0,0.0,83.0,28.0,2.0,0.0,1.0,0.0,2,25.0
5254,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,4,1.0
6419,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4,0.0
3703,0.0,0.0,50.0,28.0,4.0,0.0,0.0,0.0,3,15.0
3684,0.0,0.0,12.0,5.0,4.0,0.0,2.0,2.0,2,15.0
2385,0.0,0.0,75.0,48.0,4.0,0.0,0.0,0.0,1,15.0
4300,1.0,0.0,39.0,7.0,3.0,0.0,0.0,0.0,2,5.0
4836,0.0,0.0,121.0,60.0,2.0,0.0,0.0,0.0,4,25.0
6700,1.0,0.0,53.0,45.0,0.0,4.0,1.0,0.0,3,13.0
3772,0.0,0.0,26.0,8.0,1.0,4.0,0.0,2.0,4,15.0
4578,0.0,0.0,42.0,29.0,5.0,3.0,1.0,1.0,2,15.0
5123,1.0,0.0,39.0,40.0,2.0,1.0,0.0,0.0,2,15.0
5155,0.0,0.0,14.0,5.0,2.0,0.0,1.0,0.0,2,15.0
1180,1.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,1,2.0
4840,0.0,0.0,36.0,20.0,6.0,0.0,0.0,0.0,2,15.0
1434,0.0,0.0,10.0,45.0,2.0,0.0,0.0,0.0,4,15.0
6671,0.0,0.0,11.0,12.0,3.0,0.0,1.0,0.0,2,4.0
6545,0.0,0.0,37.0,51.0,0.0,5.0,0.0,0.0,2,13.0
4883,0.0,0.0,27.0,4.0,5.0,0.0,0.0,1.0,2,15.0
883,0.0,0.0,63.0,35.0,0.0,1.0,0.0,0.0,1,15.0
2321,0.0,0.0,92.0,81.0,3.0,0.0,0.0,0.0,2,25.0
2667,0.0,0.0,79.0,74.0,2.0,0.0,0.0,0.0,1,15.0
6442,0.0,0.0,36.0,39.0,4.0,0.0,0.0,0.0,3,15.0
849,0.0,0.0,39.0,52.0,2.0,0.0,0.0,1.0,1,15.0
585,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,4,1.0
206,2.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,1,7.0
1655,0.0,0.0,41.0,19.0,3.0,0.0,3.0,0.0,2,15.0
2033,0.0,0.0,122.0,110.0,1.0,0.0,0.0,0.0,2,25.0
3283,2.0,0.0,70.0,72.0,2.0,0.0,0.0,0.0,1,15.0
4590,0.0,0.0,50.0,26.0,2.0,3.0,1.0,0.0,1,15.0
914,1.0,0.0,18.0,7.0,0.0,1.0,0.0,1.0,2,2.0
637,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,3,3.0
7492,0.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,4,2.0
6707,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2,1.0
1992,0.0,0.0,63.0,62.0,0.0,2.0,0.0,0.0,2,15.0
162,0.0,0.0,8.0,14.0,7.0,0.0,1.0,0.0,2,9.0
6083,1.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,2,3.0
6679,0.0,0.0,20.0,6.0,1.0,0.0,0.0,0.0,2,4.0
4730,0.0,0.0,24.0,27.0,3.0,2.0,0.0,0.0,1,15.0
884,0.0,0.0,6.0,9.0,1.0,0.0,1.0,0.0,1,0.0
1443,0.0,0.0,68.0,47.0,1.0,0.0,0.0,0.0,2,15.0
6262,1.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,3,1.0
4642,1.0,0.0,93.0,57.0,0.0,0.0,0.0,0.0,2,12.0
4727,0.0,0.0,65.0,58.0,5.0,0.0,0.0,0.0,3,25.0
2882,0.0,0.0,31.0,34.0,2.0,0.0,0.0,2.0,2,15.0
1879,0.0,0.0,78.0,68.0,1.0,0.0,0.0,0.0,2,15.0
2683,1.0,0.0,18.0,1.0,1.0,0.0,1.0,0.0,2,1.0
3414,0.0,0.0,70.0,56.0,2.0,0.0,0.0,0.0,2,15.0
6823,1.0,0.0,49.0,21.0,0.0,1.0,0.0,0.0,3,13.0
4918,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,2,1.0
3361,0.0,0.0,37.0,25.0,2.0,2.0,0.0,0.0,2,15.0
6080,0.0,0.0,29.0,89.0,1.0,3.0,3.0,1.0,3,23.0
5586,0.0,0.0,65.0,96.0,2.0,0.0,1.0,0.0,1,9.0
5180,1.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,2,7.0
2115,0.0,0.0,91.0,82.0,0.0,0.0,0.0,0.0,1,15.0
2022,0.0,0.0,40.0,13.0,1.0,0.0,0.0,0.0,2,3.0
550,0.0,1.0,29.0,40.0,4.0,0.0,0.0,0.0,2,15.0
1461,0.0,0.0,99.0,81.0,3.0,0.0,0.0,0.0,2,15.0
5149,0.0,0.0,51.0,33.0,5.0,0.0,3.0,0.0,3,15.0
2634,0.0,0.0,81.0,65.0,0.0,0.0,0.0,0.0,1,15.0
1918,0.0,1.0,103.0,106.0,3.0,0.0,1.0,0.0,3,12.0
6400,1.0,0.0,29.0,35.0,4.0,1.0,0.0,1.0,3,15.0
2783,0.0,0.0,66.0,9.0,0.0,1.0,0.0,2.0,1,6.0
1903,0.0,0.0,82.0,71.0,0.0,1.0,0.0,0.0,1,15.0
7183,0.0,0.0,21.0,4.0,7.0,0.0,0.0,0.0,2,15.0
2116,0.0,0.0,98.0,56.0,0.0,2.0,0.0,0.0,1,15.0
7463,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4,2.0
7249,1.0,0.0,33.0,14.0,0.0,2.0,0.0,0.0,3,12.0
845,0.0,0.0,97.0,51.0,1.0,2.0,0.0,1.0,2,15.0
3502,2.0,0.0,58.0,30.0,0.0,0.0,0.0,0.0,2,6.0
5911,0.0,0.0,9.0,2.0,3.0,0.0,1.0,0.0,2,3.0
2193,0.0,0.0,74.0,20.0,2.0,0.0,0.0,0.0,1,15.0
6391,0.0,0.0,44.0,34.0,0.0,2.0,0.0,0.0,3,15.0
6331,0.0,0.0,19.0,11.0,5.0,2.0,1.0,1.0,2,15.0
401,0.0,0.0,102.0,76.0,2.0,2.0,0.0,0.0,1,14.0
2029,0.0,0.0,27.0,21.0,0.0,1.0,1.0,1.0,2,15.0
7138,1.0,0.0,51.0,31.0,0.0,2.0,1.0,0.0,2,14.0
1293,1.0,0.0,41.0,21.0,1.0,0.0,0.0,0.0,3,12.0
5234,0.0,0.0,47.0,28.0,0.0,0.0,0.0,0.0,3,10.0
5427,0.0,0.0,72.0,77.0,0.0,3.0,0.0,0.0,2,15.0
4296,0.0,0.0,66.0,25.0,0.0,4.0,0.0,0.0,2,15.0
1853,1.0,0.0,54.0,23.0,3.0,0.0,3.0,0.0,2,15.0
1028,0.0,0.0,83.0,37.0,2.0,1.0,0.0,0.0,1,15.0
1337,0.0,0.0,7.0,4.0,0.0,1.0,1.0,2.0,2,3.0
4607,0.0,0.0,40.0,22.0,3.0,1.0,3.0,0.0,1,11.0
478,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1,3.0
2836,1.0,0.0,82.0,102.0,3.0,1.0,0.0,0.0,2,11.0
5576,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,2,1.0
1666,0.0,0.0,68.0,36.0,0.0,0.0,0.0,0.0,3,8.0
6896,1.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0,2,4.0
6355,0.0,0.0,14.0,8.0,1.0,0.0,1.0,0.0,2,3.0
2552,0.0,0.0,83.0,43.0,0.0,3.0,1.0,0.0,2,15.0
1215,0.0,0.0,75.0,46.0,0.0,0.0,0.0,0.0,2,15.0
5734,0.0,0.0,17.0,14.0,1.0,0.0,1.0,1.0,2,6.0
5714,1.0,0.0,82.0,6.0,4.0,0.0,0.0,0.0,1,11.0
4687,0.0,0.0,47.0,28.0,2.0,0.0,1.0,0.0,2,7.0
876,1.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,3,2.0
3000,2.0,0.0,78.0,33.0,0.0,0.0,0.0,0.0,2,7.0
545,1.0,0.0,23.0,12.0,0.0,0.0,1.0,0.0,1,6.0
1141,1.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,4,3.0
7200,0.0,0.0,64.0,19.0,5.0,1.0,0.0,0.0,3,25.0
5860,1.0,0.0,27.0,17.0,1.0,0.0,0.0,0.0,2,4.0
3420,0.0,0.0,68.0,36.0,4.0,0.0,0.0,1.0,3,15.0
6064,0.0,0.0,54.0,15.0,1.0,0.0,1.0,2.0,2,15.0
2988,0.0,0.0,76.0,69.0,0.0,1.0,0.0,0.0,1,15.0
4195,1.0,0.0,22.0,31.0,0.0,1.0,0.0,0.0,3,5.0
3289,0.0,0.0,5.0,8.0,0.0,1.0,2.0,0.0,1,2.0
4826,0.0,0.0,138.0,53.0,3.0,0.0,2.0,0.0,3,25.0
7364,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,2,1.0
2607,1.0,1.0,54.0,28.0,0.0,3.0,0.0,0.0,2,9.0
2839,0.0,0.0,128.0,81.0,0.0,0.0,0.0,0.0,1,15.0
5763,0.0,0.0,51.0,40.0,0.0,1.0,0.0,0.0,2,25.0
6443,2.0,0.0,62.0,31.0,1.0,7.0,2.0,0.0,3,14.0
5114,2.0,0.0,54.0,32.0,2.0,0.0,2.0,5.0,2,15.0
3617,0.0,0.0,48.0,17.0,1.0,2.0,1.0,0.0,1,13.0
4865,2.0,0.0,34.0,9.0,1.0,0.0,1.0,0.0,2,4.0
7293,0.0,0.0,11.0,12.0,0.0,0.0,3.0,0.0,4,10.0
2654,1.0,0.0,24.0,19.0,0.0,0.0,2.0,1.0,2,7.0
5951,0.0,0.0,18.0,30.0,4.0,0.0,0.0,0.0,2,15.0
4738,0.0,1.0,20.0,16.0,2.0,0.0,0.0,0.0,3,15.0
1089,0.0,0.0,88.0,87.0,1.0,0.0,0.0,0.0,1,15.0
4323,0.0,0.0,46.0,18.0,2.0,0.0,0.0,0.0,1,9.0
2104,0.0,0.0,47.0,68.0,4.0,0.0,0.0,0.0,1,15.0
2476,0.0,0.0,64.0,30.0,3.0,1.0,0.0,0.0,1,15.0
2042,0.0,0.0,78.0,50.0,0.0,0.0,0.0,0.0,1,15.0
5707,0.0,0.0,46.0,10.0,5.0,0.0,0.0,3.0,2,15.0
228,0.0,0.0,45.0,25.0,1.0,0.0,1.0,0.0,2,9.0
1022,0.0,0.0,51.0,27.0,0.0,2.0,0.0,2.0,1,15.0
1947,0.0,0.0,64.0,37.0,0.0,1.0,0.0,0.0,2,15.0
5238,0.0,0.0,50.0,41.0,1.0,1.0,2.0,2.0,2,15.0
1416,0.0,0.0,77.0,76.0,4.0,0.0,0.0,0.0,2,25.0
2201,1.0,0.0,35.0,8.0,1.0,0.0,0.0,0.0,2,7.0
704,0.0,0.0,78.0,56.0,2.0,0.0,0.0,0.0,1,15.0
1133,0.0,0.0,40.0,28.0,0.0,8.0,3.0,0.0,1,15.0
3932,0.0,0.0,84.0,30.0,3.0,1.0,1.0,0.0,2,14.0
1795,1.0,0.0,36.0,30.0,0.0,0.0,0.0,0.0,1,5.0
6264,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,2,3.0
2658,1.0,0.0,86.0,74.0,0.0,0.0,0.0,0.0,2,15.0
3520,0.0,0.0,20.0,11.0,2.0,0.0,0.0,0.0,2,15.0
1046,2.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,3,5.0
2280,0.0,0.0,99.0,87.0,2.0,2.0,0.0,1.0,2,15.0
4976,1.0,0.0,20.0,8.0,1.0,0.0,1.0,0.0,3,6.0
7372,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,2,1.0
316,0.0,0.0,71.0,42.0,4.0,0.0,0.0,0.0,2,15.0
2673,1.0,1.0,55.0,100.0,0.0,1.0,2.0,2.0,1,15.0
2305,0.0,0.0,16.0,6.0,0.0,1.0,3.0,0.0,1,6.0
5323,1.0,0.0,21.0,51.0,0.0,1.0,0.0,0.0,4,10.0
2571,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,2,3.0
2181,0.0,0.0,34.0,12.0,0.0,0.0,0.0,0.0,1,3.0
3165,0.0,0.0,143.0,107.0,0.0,0.0,0.0,0.0,1,15.0
6178,0.0,0.0,16.0,8.0,1.0,1.0,2.0,2.0,2,9.0
4005,0.0,0.0,76.0,69.0,0.0,0.0,0.0,0.0,2,15.0
1440,0.0,0.0,176.0,63.0,2.0,3.0,0.0,0.0,1,25.0
5271,0.0,0.0,38.0,5.0,6.0,0.0,0.0,0.0,2,15.0
2544,0.0,0.0,14.0,33.0,3.0,0.0,2.0,2.0,1,15.0
4885,0.0,1.0,59.0,45.0,1.0,0.0,0.0,0.0,2,15.0
